MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,MoSold,TotalSF,TotalBathrooms,TotalPorchSF,FinishedBsmtSF,FinishedBsmtRatio,Basement_to_TotalArea,Garage_to_LivingArea,YearsSinceRemodel,GarageAge,HasSecondFloor,HasBasement,HasGarage,HasFireplace,HasPool,HasPorch,IsRemodeled,Quality_x_Area,Quality_x_Condition,Baths_x_Bedrooms,GarageCars_x_Area,OverallQual_Squared,BsmtFinSF2,BsmtHalfBath,PoolArea,MiscVal,YrSold,LivingArea_to_LotArea,HouseAge,IsNewHouse,MSZoning_FV,MSZoning_Missing,MSZoning_RH,MSZoning_RL,MSZoning_RM,LotShape_IR2,LotShape_IR3,LotShape_Reg,LandContour_HLS,LandContour_Low,LandContour_Lvl,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,LandSlope_Mod,LandSlope_Sev,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Condition1_Feedr,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRAe,Condition1_RRAn,Condition1_RRNe,Condition1_RRNn,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,Exterior1st_AsphShn,Exterior1st_BrkComm,Exterior1st_BrkFace,Exterior1st_CBlock,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_ImStucc,Exterior1st_MetalSd,Exterior1st_Missing,Exterior1st_Plywood,Exterior1st_Stone,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,Exterior2nd_AsphShn,Exterior2nd_Brk Cmn,Exterior2nd_BrkFace,Exterior2nd_CBlock,Exterior2nd_CmentBd,Exterior2nd_HdBoard,Exterior2nd_ImStucc,Exterior2nd_MetalSd,Exterior2nd_Missing,Exterior2nd_Other,Exterior2nd_Plywood,Exterior2nd_Stone,Exterior2nd_Stucco,Exterior2nd_VinylSd,Exterior2nd_Wd Sdng,Exterior2nd_Wd Shng,ExterQual_Fa,ExterQual_Gd,ExterQual_TA,ExterCond_Fa,ExterCond_Gd,ExterCond_Po,ExterCond_TA,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,BsmtQual_Fa,BsmtQual_Gd,BsmtQual_Missing,BsmtQual_TA,BsmtCond_Gd,BsmtCond_Missing,BsmtCond_Po,BsmtCond_TA,BsmtExposure_Gd,BsmtExposure_Missing,BsmtExposure_Mn,BsmtExposure_No,BsmtFinType1_BLQ,BsmtFinType1_GLQ,BsmtFinType1_LwQ,BsmtFinType1_Missing,BsmtFinType1_Rec,BsmtFinType1_Unf,BsmtFinType2_BLQ,BsmtFinType2_GLQ,BsmtFinType2_LwQ,BsmtFinType2_Missing,BsmtFinType2_Rec,BsmtFinType2_Unf,HeatingQC_Fa,HeatingQC_Gd,HeatingQC_Po,HeatingQC_TA,CentralAir_Y,Electrical_FuseF,Electrical_FuseP,Electrical_Mix,Electrical_SBrkr,KitchenQual_Fa,KitchenQual_Gd,KitchenQual_Missing,KitchenQual_TA,Functional_Maj2,Functional_Min1,Functional_Min2,Functional_Missing,Functional_Mod,Functional_Sev,Functional_Typ,FireplaceQu_Fa,FireplaceQu_Gd,FireplaceQu_Missing,FireplaceQu_Po,FireplaceQu_TA,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_Missing,GarageFinish_Missing,GarageFinish_RFn,GarageFinish_Unf,GarageQual_Fa,GarageQual_Gd,GarageQual_Missing,GarageQual_Po,GarageQual_TA,GarageCond_Fa,GarageCond_Gd,GarageCond_Missing,GarageCond_Po,GarageCond_TA,PavedDrive_P,PavedDrive_Y,SaleType_CWD,SaleType_Con,SaleType_ConLD,SaleType_ConLI,SaleType_ConLw,SaleType_Missing,SaleType_New,SaleType_Oth,SaleType_WD,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial
4.110873864173311,4.189654742026425,9.042040056544483,7,5,2003,2003,5.2832037287379885,6.561030665896573,5.017279836814924,856.0,6.75343791859778,6.75110146893676,7.444833273892193,1.0,2,1,3,0.6931471805599453,8,0,2003.0,2.0,548.0,0.0,4.127134385045092,0.0,0.0,0.0,2,7.8504931808711405,3.5,4.127134385045092,6.561030665896573,0.8247663551401869,0.287876909276557,0.3204678362573099,5,5,0.6931471805599453,0.6931471805599453,0.6931471805599453,0,0.0,0.6931471805599453,0,9.39024233725137,35,2.4423470353692043,8.137688184977605,3.912023005428146,0.0,0.0,0.0,0.0,2008.0,0.1446729791454053,34.0,0.0,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
3.044522437723423,4.394449154672439,9.169622538697624,6,8,1976,1976,0.0,6.88653164253051,5.652489180268651,1262.0,7.141245122350491,0.0,7.141245122350491,0.0,2,0,3,0.6931471805599453,6,1,1976.0,2.0,460.0,5.700443573390687,0.0,0.0,0.0,0.0,5,7.83399634170946,2.5,0.0,6.88653164253051,0.7749603803486529,0.4054651081081644,0.3645007923930269,31,31,0.0,0.6931471805599453,0.6931471805599453,1,0.0,0.0,0,8.932344569113823,48,2.1400661634962708,7.83399634170946,3.6109179126442243,0.0,0.0,0.0,0.0,2008.0,0.1446729791454053,34.0,0.0,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
4.110873864173311,4.23410650459726,9.328212292571072,7,5,2001,2002,5.093750200806762,6.18826412308259,6.075346031088684,920.0,6.825460036255307,6.7650389767805414,7.488293515159428,1.0,2,1,3,0.6931471805599453,6,1,2001.0,2.0,608.0,0.0,3.7612001156935624,0.0,0.0,0.0,9,7.903596289614301,3.5,3.7612001156935624,6.18826412308259,0.5282608695652173,0.292658582584063,0.3404255319148936,6,7,0.6931471805599453,0.6931471805599453,0.6931471805599453,1,0.0,0.6931471805599453,1,9.433723894495,35,2.4423470353692043,8.181160858023409,3.912023005428146,0.0,0.0,0.0,0.0,2008.0,0.1446729791454053,34.0,0.0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
4.2626798770413155,4.110873864173311,9.164401140034737,7,5,1915,1970,0.0,5.37989735354046,6.293419278846481,756.0,6.8690144506657065,6.6293632534374485,7.4489161025442,1.0,1,0,3,0.6931471805599453,7,1,1998.0,3.0,642.0,0.0,3.58351893845611,5.60947179518496,0.0,0.0,2,7.813591552952433,2.0,5.730099782973574,5.37989735354046,0.2857142857142857,0.266740503236859,0.3739079790331974,36,8,0.6931471805599453,0.6931471805599453,0.6931471805599453,1,0.0,0.6931471805599453,1,9.394327208089198,35,1.9459101490553132,8.54714026778419,3.912023005428146,0.0,0.0,0.0,0.0,2008.0,0.1446729791454053,34.0,0.0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
4.110873864173311,4.442651256490317,9.565283817736766,8,5,2000,2000,5.860786223465865,6.486160788944089,6.19644412779452,1145.0,7.044032897274685,6.960347729101308,7.695757990554761,1.0,2,1,4,0.6931471805599453,9,1,2000.0,3.0,836.0,5.262690188904886,4.442651256490317,0.0,0.0,0.0,12,8.114922974204593,3.5,4.442651256490317,6.486160788944089,0.5720524017467249,0.29453856078243357,0.3803457688808007,8,8,0.6931471805599453,0.6931471805599453,0.6931471805599453,1,0.0,0.6931471805599453,0,9.774801544908083,40,2.70805020110221,8.794067065151415,4.174387269895637,0.0,0.0,0.0,0.0,2008.0,0.1446729791454053,34.0,0.0,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
3.9318256327243257,4.454347296253507,9.55506418479516,5,5,1993,1995,0.0,6.597145701886651,4.174387269895637,796.0,6.680854678790215,6.340359303727752,7.217443431696533,1.0,1,1,1,0.6931471805599453,5,0,1993.0,2.0,480.0,3.713572066704308,3.4339872044851463,0.0,5.771441123130016,0.0,10,7.677400430514807,2.5,5.860786223465865,6.597145701886651,0.9195979899497488,0.3139783172732451,0.3524229074889868,14,16,0.6931471805599453,0.6931471805599453,0.6931471805599453,0,0.0,0.6931471805599453,1,8.826294231241318,25,1.252762968495368,7.9102237070973445,3.258096538021482,0.0,0.0,0.0,0.0,2008.0,0.1446729791454053,34.0,0.0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
3.044522437723423,4.330733340286331,9.218804450388312,8,5,2004,2005,5.231108616854587,7.222566018822171,5.762051382780177,1686.0,7.43543801981455,0.0,7.43543801981455,1.0,2,0,3,0.6931471805599453,7,1,2004.0,2.0,636.0,5.545177444479562,4.060443010546419,0.0,0.0,0.0,8,8.125926802707886,3.0,4.060443010546419,7.222566018822171,0.8119810201660735,0.40467584208455604,0.3754427390791027,2,3,0.0,0.6931471805599453,0.6931471805599453,1,0.0,0.6931471805599453,1,9.514363204016016,40,2.302585092994046,8.128290171607052,4.174387269895637,0.0,0.0,0.0,0.0,2008.0,0.1446729791454053,34.0,0.0,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
4.110873864173311,4.248495242049359,9.247925132303454,7,6,1973,1973,5.484796933490655,6.756932389247553,5.37989735354046,1107.0,7.010311867307229,6.891625897052253,7.645397699428633,1.0,2,1,3,0.6931471805599453,7,2,1973.0,2.0,484.0,5.4638318050256105,5.3230099791384085,5.43372200355424,0.0,0.0,11,8.0702808933939,3.5,6.07073772800249,6.79346613258001,0.8048780487804879,0.2973319527817789,0.231578947368421,36,36,0.6931471805599453,0.6931471805599453,0.6931471805599453,1,0.0,0.6931471805599453,0,9.590897844378162,42,2.4423470353692043,8.338305731356565,3.912023005428146,0.0,0.0,0.0,0.0,2008.0,0.1446729791454053,34.0,0.0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
3.9318256327243257,3.9512437185814275,8.71948076085107,7,5,1931,1950,0.0,0.0,6.859614903654202,952.0,6.930494765951626,6.6240652277998935,7.4815557019095165,0.0,2,0,2,1.0986122886681098,8,2,1931.0,2.0,468.0,4.51085950651685,0.0,5.327876168789581,0.0,0.0,4,7.910957382845589,2.0,5.327876168789581,0.0,0.0,0.2995337929077885,0.2638105975197294,58,77,0.6931471805599453,0.6931471805599453,0.6931471805599453,1,0.0,0.6931471805599453,1,9.426982836948033,35,1.6094379124341003,8.174421152646497,3.912023005428146,0.0,0.0,0.0,0.0,2008.0,0.1446729791454053,34.0,0.0,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
5.25227342804663,3.9318256327243257,8.912069097970134,5,6,1939,1950,0.0,6.747586526829315,4.948759890378168,991.0,6.982862751468942,0.0,6.982862751468942,1.0,1,0,2,1.0986122886681098,5,2,1939.0,1.0,205.0,0.0,1.6094379124341003,0.0,0.0,0.0,1,7.634820677745543,2.0,1.6094379124341003,6.747586526829315,0.858728557013118,0.39150610852258366,0.1903435468895079,58,69,0.0,0.6931471805599453,0.6931471805599453,1,0.0,0.6931471805599453,1,8.591558273371545,30,1.6094379124341003,6.982862751468942,3.258096538021482,0.0,0.0,0.0,0.0,2008.0,0.1446729791454053,34.0,0.0,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
